rest name,rest add,rest open,rest type,rest rank,reviews num,Food rank,Service rank,atmosphere rank,price rank,None,Bar restaurant,Animal friendly,Possibility of sitting outside,Restaurant with free parking,A restaurant with regulated parking,Shipments,Take Away,Catering services,Chef to the house,Outdoor garden,dog friendly,Wi-fi,Country restaurant,Kosher restaurant,Accessibility for the disabled,Events up to 50 people,Family day,Restaurant for events and conferences,Team building days,fun days,meetings,Open on Friday,Sylvester,Table reservation service,Small events,Food ready to sit/take away,Boutique events,A strictly kosher restaurant,Bar/Bat Mitzvah,alliance,Open on Sundays,Events up to 30 people,Chef restaurant,"Sukkot, Tabernacles",weddings,birthdays,wedding anniversaries,Seminars,conventions,Company parties,Department Arabs,cocktail,A place for events,private room,Events up to 150 people,Tapas bar,Shabbat observant business,Restaurant with meat shop,Projector and screen,live shows,Access to public transportation,Tutorials/workshops,conference rooms,Location for photography,amplification equipment,Events up to 300 people,press conferences,Bachelor/bachelorette parties,Exhibitions,Fashion shows,Smoking area,Events up to 200 people,Night Life,Events up to 100 people,Open on Passover,"Arrangements for businesses, institutions and factories",with a sukkah,A restaurant with a wine cellar,Open on Saturday,Restaurants on the sea,sports bar,A restaurant with discounts for students,A restaurant in nature,burger club,fast food,Neighborhood bar/pub,Irish pub,Crazy Sunday,city,rest addres
"קפה קפה  - cafe cafe, ראש העין","שד' שלמה המלך 2, ראש העין",No Info,coffee shop,3.0,14,3.0,3.5,3.0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ראש העין,שד' שלמה המלך 2
"קפה גרג - Greg cafe, קניון ממילא, ירושלים","יצחק קריב 6, שדרות אלרוב ממילא, ירושלים",No Info,coffee shop,3.0,5,3.0,3.0,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," שדרות אלרוב ממילא, ירושלים",יצחק קריב 6
"אושי אושי חדרה, חוף וילג', חדרה","פרופסור דן שכטמן 10, חדרה","א'-ה'  11:00-23:00
ו'  11:00-14:30
ש'  21:00-00:00",Asian restaurant,3.0,2,4.5,3.0,2.5,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, חדרה,פרופסור דן שכטמן 10
"די בורגר - D burger, תחנת דלק מנטה גבעת זאב דרום,, ירושלים",ירושלים,No Info,A steakhouse,3.0,29,3.5,3.0,3.0,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ירושלים
"קראנצ'ו, אשקלון","צפניה 7, אשקלון",No Info,sandwich bar,3.0,7,3.0,2.5,2.5,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, אשקלון,צפניה 7
"שיפודי טליה, נשר","המסילה 17, נשר, חיפה והקריות",No Info,Oriental restaurant,3.0,2,3.5,3.0,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," נשר, חיפה והקריות",המסילה 17
"מזלזלת הפלאפל והשווארמה, טירת כרמל","השיחרור 1, טירת כרמל, הכרמל והסביבה",No Info,Hummus,3.0,1,3.0,3.0,3.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," טירת כרמל, הכרמל והסביבה",השיחרור 1
"אלטוס - Altos, אזור תעשיה, קצרין","קצרין, רמת הגולן","א'-ה' 12:00-17:00
ו' 07:30-15:00 מכירה של אוכל בלבד .",Moroccan restaurant,3.0,5,3.0,3.0,3.0,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, רמת הגולן,קצרין
"סטקיית ציון הגדול, קניון רמות, ירושלים","גולדה מאיר 255, ירושלים",No Info,A steakhouse,3.0,8,3.0,3.0,2.5,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ירושלים,גולדה מאיר 255
"ביגה - BiGA, כביש 4 א.ת. מזרחי מתחם מול, זכרון יעקב","זכרון יעקב, הכרמל והסביבה",No Info,coffee shop,3.0,2,3.0,3.0,3.5,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, הכרמל והסביבה,זכרון יעקב
"פיצה איטלינו, באר שבע","מבצע נחשון 60, באר שבע",No Info,A pizzeria,3.0,61,3.0,3.5,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, באר שבע,מבצע נחשון 60
"אווזי , שכונת התקווה, תל אביב","אצ""ל 54, שכונת התקווה, תל אביב","א'-ה'  12:00-02:00
ו'  12:00-16:00

מלבד ערב החג 19.4 המסעדה פתוחה בכל פסח  כולל הכל. 
עובדים במתכונת כשרה , לאפה מקמח מצה - בתוספת של 6 שקלים גם במשלוחים וגם במסעדה .",A steakhouse,3.0,16,3.5,3.5,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," שכונת התקווה, תל אביב","אצ""ל 54"
"בורקס בכר העגלה, קניון עזריאלי","פלימן משה 4, קניון חיפה, חיפה והקריות",No Info,Confectionery-Mafia,3.0,1,3.0,3.0,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," קניון חיפה, חיפה והקריות",פלימן משה 4
"פיצה דומינו, מצפה רמון","שד' בן גוריון 3, מצפה רמון",No Info,A pizzeria,3.0,2,3.0,3.0,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, מצפה רמון,שד' בן גוריון 3
"צריף של בשר, ראש פינה","התפוח 1, סנטר הגליל, ראש פינה, גליל עליון",No Info,A steakhouse,3.0,1,4.0,1.0,2.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," סנטר הגליל, ראש פינה, גליל עליון",התפוח 1
"ג'אפן ג'אפן - JAPAN JAPAN, מתחם i way, חיפה","שד' ההסתדרות 271, קריית חיים, חיפה, חיפה והקריות",No Info,Asian restaurant,3.0,4,3.0,3.0,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," קריית חיים, חיפה, חיפה והקריות",שד' ההסתדרות 271
"מאמא גרג, קניון 2, רחובות","ביל""ו, רחובות","א'-ה' 08:30-22:00
ו' 08:00-14:30
ש' חצי שעה אחרי צאת השבת-23:00",Italian restaurant,3.0,2,3.0,3.0,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, רחובות,"ביל""ו"
"פינת השלושה, תל אביב","הברזל 24, רמת החייל, תל אביב",No Info,Bukhari restaurant,3.0,3,3.0,2.5,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," רמת החייל, תל אביב",הברזל 24
"קפה רימון בן יהודה - rimon, ירושלים","לונץ משה 4, ירושלים",No Info,coffee shop,3.0,23,3.5,3.0,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ירושלים,לונץ משה 4
"קפה גרג, נתניה","הרצל 60, קניון השרון, נתניה",No Info,coffee shop,3.0,1,3.0,3.0,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," קניון השרון, נתניה",הרצל 60
"אספרסו בר , מרכז מסחרי רוגובין, אזוה""ת פולג, נתניה","המחקר 1, נתניה",No Info,coffee shop,3.0,5,4.0,4.5,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, נתניה,המחקר 1
"סליידר בורגר בר - Slider Burger Bar, גבעתיים","ויצמן 29, גבעתיים",No Info,Hamburger restaurant,3.0,2,3.0,4.0,3.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, גבעתיים,ויצמן 29
"פיצה האט, מרכז מסחרי, אם המושבות, פתח תקווה","ראשון לציון 1, פתח תקווה",No Info,A pizzeria,3.0,8,2.5,3.0,2.5,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, פתח תקווה,ראשון לציון 1
"טלביס, עפולה","השוק 39, עפולה, העמקים",No Info,A steakhouse,3.0,2,3.0,3.0,2.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," עפולה, העמקים",השוק 39
"רול אנד סול Roll & Soul פתח תקווה, פתח תקווה","הסיבים 6, פתח תקווה","א'-ה'  11:00-23:00
ו'  11:30-15:00
ש'  חצי שעה אחרי צאת השבת-23:00

פעילים להזמנות מהשעה 7:00 בבוקר,  אך חשוב לציין שהאספקה מתחילה ב11:30,והמסעדה  סוגרת הזמנות בשעה 23:00.",Asian restaurant,3.0,1,4.0,4.0,2.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, פתח תקווה,הסיבים 6
"שיפודי אילת, פארק הקרח, אילת","קאמפן 8, אילת, הערבה",No Info,Oriental restaurant,3.0,1,3.0,4.0,3.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," אילת, הערבה",קאמפן 8
"ג'אספר 08 JASPER, ישרוטל אגמים, מלון ישרוטל אגמים, אילת","קאמפן 7, אילת, הערבה","א'-ה' 17:00-02:00
ו' 17:00-00:00
ש' 17:00-02:00",Pub-bar,3.0,2,3.0,3.0,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," אילת, הערבה",קאמפן 7
"צ'וקה, קניון עזריאלי","דוד רזיאל 1, קניון רמלה",No Info,Asian restaurant,3.0,2,3.0,3.0,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, קניון רמלה,דוד רזיאל 1
"רופטופ - Rooftop, מלון ממילא , ירושלים","המלך שלמה 11, ירושלים",No Info,A steakhouse,3.0,21,2.5,3.5,3.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ירושלים,המלך שלמה 11
"רחלי תבשל לי, גן יבנה","הרצל 6, גן יבנה",No Info,Catering,3.0,1,4.0,4.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, גן יבנה,הרצל 6
"ביגה חדרה - BIGA, קניון מול החוף וילג', חדרה","פרופסור דן שכטמן 10, חדרה",No Info,coffee shop,3.0,2,3.0,3.0,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, חדרה,פרופסור דן שכטמן 10
"צ'וקה, קניון","דרך יצחק רבין 53, קניון גבעתיים",No Info,Asian restaurant,3.0,7,3.0,3.5,2.5,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, קניון גבעתיים,דרך יצחק רבין 53
"חומוס ברדיצ'ב, חיפה","וודג'ווד 1, מרכז הכרמל, חיפה, חיפה והקריות","א'-ד'  11:00-21:00
ה'  11:00-23:30
ו'  10:00-13:30 בקיץ פתוחים עד 15:00",Hummus,3.0,3,2.5,3.5,3.0,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," מרכז הכרמל, חיפה, חיפה והקריות",וודג'ווד 1
"פיצה האט, אשדוד סיטי, אשדוד","הציונות 13, אשדוד",No Info,A pizzeria,3.0,1,3.0,3.0,3.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, אשדוד,הציונות 13
"קולינאריק - Kulinarik, קריית אונו","המייסדים 3, קריית אונו",No Info,Home kitchen,3.0,1,4.0,2.0,4.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, קריית אונו,המייסדים 3
"המסעדה הישראלית, פינת אפריים זק""ס, רחובות","הרצל 53, רחובות",No Info,Yemeni restaurant,3.0,2,3.5,3.0,3.5,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, רחובות,הרצל 53
"פיקנסין, קניון עזריאלי, תל אביב","דרך מנחם בגין 132, קניון עזריאלי, תל אביב",No Info,Chinese restaurant,3.0,4,3.5,3.0,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," קניון עזריאלי, תל אביב",דרך מנחם בגין 132
ארומה,"בעלי המלאכה 2, צים סנטר נתיבות",No Info,coffee shop,3.0,2,3.0,2.5,3.5,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, צים סנטר נתיבות,בעלי המלאכה 2
"השיפוד והמנגל, אשדוד","חטיבת כרמלי 20, אשדוד",No Info,A steakhouse,3.0,1,4.0,1.0,4.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, אשדוד,חטיבת כרמלי 20
צ'וקה,"ביל""ו 2, קניון רחובות",No Info,Asian restaurant,3.0,2,3.0,3.0,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, קניון רחובות,"ביל""ו 2"
"בא לי פיצה, מרכז מסחרי, בני עי""ש","יצחק רבין 4, בני עי""ש",No Info,A pizzeria,3.0,2,3.0,3.5,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," בני עי""ש",יצחק רבין 4
"ציון הקטן, ירושלים","כנפי נשרים 15, ירושלים",No Info,A steakhouse,3.0,10,3.0,3.0,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ירושלים,כנפי נשרים 15
"ג'פניקה , סינמה סיטי","שד' יצחק רבין 10, סינמה סיטי ירושלים",No Info,Asian restaurant,3.0,17,2.5,2.5,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, סינמה סיטי ירושלים,שד' יצחק רבין 10
"סארפסייד - SurfSide, תל אביב","הירקון 115, אבן גבירול, תל אביב",א'-ה' 18:00-23:00,A steakhouse,3.0,2,3.0,3.0,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," אבן גבירול, תל אביב",הירקון 115
"השניצליה, קניון פרץ סנטר, דימונה","פרץ סנטר, דימונה",No Info,schnitzel,3.0,4,3.5,3.0,2.5,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, דימונה,פרץ סנטר
"אמירוס - Amiros, שעל","שעל, רמת הגולן","ב'-ה'  12:00-20:00
ו'  09:00-15:00
ש'  11:00-19:00",coffee shop,3.0,1,3.0,3.0,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, רמת הגולן,שעל
"קיוטו נאי ראשל""צ - KYOTO NEI, ראשון לציון","ילדי טהרן 7, ראשון לציון","א'-ה' 12:00-00:00, 19:00-00:00<br>
ו' 12:00-עד שעה לפני כניסת השבת
ש' מצאת השבת-00:00",Asian restaurant,3.0,4,3.0,3.0,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ראשון לציון,ילדי טהרן 7
"אצל אדרי, יהוד","ויצמן 44, יהוד",No Info,Street food,3.0,2,3.0,3.0,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, יהוד,ויצמן 44
"לוטה, כנרת (מושבה)","כנרת (מושבה), סובב כינרת",No Info,Mediterranean restaurant,3.0,6,2.5,4.0,2.5,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, סובב כינרת,כנרת (מושבה)
"דגים ויין DONIS, גבעת שמואל","הערבה 1, גבעת שמואל","א'-ג' 12:00-23:00
ד'-ה' 12:00-00:00
ש' 19:30-00:00",fish restaurant,3.0,2,4.0,2.0,3.0,3.5,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, גבעת שמואל,הערבה 1
